Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
C,Nikola Jokic (42150701),Nikola Jokic,42150701,C/UTIL,12500,DEN@UTA 03/02/2026 09:00PM ET,DEN,65.11
PF,Giannis Antetokounmpo (42150703),Giannis Antetokounmpo,42150703,PF/F/UTIL,11000,BOS@MIL 03/02/2026 07:30PM ET,MIL,51.61
SG/SF,Jaylen Brown (42150706),Jaylen Brown,42150706,SG/SF/F/G/UTIL,9700,BOS@MIL 03/02/2026 07:30PM ET,BOS,46.78
SG/SF,Kawhi Leonard (42150711),Kawhi Leonard,42150711,SG/SF/F/G/UTIL,9500,LAC@GSW 03/02/2026 10:00PM ET,LAC,46.07
PF/C,Alperen Sengun (42150716),Alperen Sengun,42150716,PF/C/F/UTIL,9400,HOU@WAS 03/02/2026 07:00PM ET,HOU,44.15
PG,Stephen Curry (42150720),Stephen Curry,42150720,PG/G/UTIL,9000,LAC@GSW 03/02/2026 10:00PM ET,GSW,42.91
SF,Kevin Durant (42150723),Kevin Durant,42150723,SF/F/UTIL,8900,HOU@WAS 03/02/2026 07:00PM ET,HOU,42.02
PG,Jamal Murray (42150726),Jamal Murray,42150726,PG/G/UTIL,8800,DEN@UTA 03/02/2026 09:00PM ET,DEN,44.16
PG/SG,Kevin Porter Jr. (42150729),Kevin Porter Jr.,42150729,PG/SG/G/UTIL,8700,BOS@MIL 03/02/2026 07:30PM ET,MIL,40.67
PG,Trae Young (42150733),Trae Young,42150733,PG/G/UTIL,8600,HOU@WAS 03/02/2026 07:00PM ET,WAS,36.78
PF,Lauri Markkanen (42150736),Lauri Markkanen,42150736,PF/F/UTIL,8400,DEN@UTA 03/02/2026 09:00PM ET,UTA,42.32
PG,Derrick White (42150739),Derrick White,42150739,PG/G/UTIL,8200,BOS@MIL 03/02/2026 07:30PM ET,BOS,37.31
PG,Isaiah Collier (42150742),Isaiah Collier,42150742,PG/G/UTIL,8100,DEN@UTA 03/02/2026 09:00PM ET,UTA,27.16
PF,Jayson Tatum (42150745),Jayson Tatum,42150745,PF/F/UTIL,8000,BOS@MIL 03/02/2026 07:30PM ET,BOS,0
PG,Amen Thompson (42150748),Amen Thompson,42150748,PG/G/UTIL,7900,HOU@WAS 03/02/2026 07:00PM ET,HOU,38.15
PG,Keyonte George (42150751),Keyonte George,42150751,PG/G/UTIL,7800,DEN@UTA 03/02/2026 09:00PM ET,UTA,40.60
PG,Ryan Rollins (42150754),Ryan Rollins,42150754,PG/G/UTIL,7700,BOS@MIL 03/02/2026 07:30PM ET,MIL,34.75
C,Alexandre Sarr (42150757),Alexandre Sarr,42150757,C/UTIL,7500,HOU@WAS 03/02/2026 07:00PM ET,WAS,36.84
PF/C,Kyle Filipowski (42150759),Kyle Filipowski,42150759,PF/C/F/UTIL,7400,DEN@UTA 03/02/2026 09:00PM ET,UTA,23.93
PG/SG,Payton Pritchard (42150763),Payton Pritchard,42150763,PG/SG/G/UTIL,7200,BOS@MIL 03/02/2026 07:30PM ET,BOS,32.67
PG/SG,Brandin Podziemski (42150767),Brandin Podziemski,42150767,PG/SG/G/UTIL,7100,LAC@GSW 03/02/2026 10:00PM ET,GSW,26.88
PG,Darius Garland (42150771),Darius Garland,42150771,PG/G/UTIL,7000,LAC@GSW 03/02/2026 10:00PM ET,LAC,33.18
